Player,Team,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Ryan Wallace,Ottawa Outlaws,9,2,0.22,0,0.0,4,0.44,4,0.44,15,1.67,93.8,71,7.89,0,0,0,0
Carson Turner,Ottawa Outlaws,10,1,0.1,4,0.4,10,1.0,4,0.4,75,7.5,89.3,178,17.8,0,0,0,0
Shintaro Tsukamoto,Ottawa Outlaws,5,1,0.2,1,0.2,1,0.2,2,0.4,5,1.0,83.3,36,7.2,0,0,0,0
Braedan Robinson,Ottawa Outlaws,8,3,0.38,0,0.0,3,0.38,3,0.38,15,1.88,88.2,97,12.13,0,0,0,0
Ken Alexander,Ottawa Outlaws,3,2,0.67,2,0.67,1,0.33,1,0.33,31,10.33,91.2,44,14.67,0,0,0,0
Adam O'Donnell,Ottawa Outlaws,12,12,1.0,3,0.25,1,0.08,4,0.33,118,9.83,94.4,195,16.25,0,0,0,0
Kyle Cantal,Ottawa Outlaws,8,2,0.25,0,0.0,4,0.5,2,0.25,24,3.0,88.9,131,16.38,0,0,0,0
Derek Alexander,Ottawa Outlaws,4,2,0.5,10,2.5,1,0.25,0,0.0,159,39.75,93.5,86,21.5,0,0,0,0
Colin Froats,Ottawa Outlaws,6,0,0.0,0,0.0,0,0.0,0,0.0,10,1.67,100.0,42,7.0,0,0,0,0
Erich Phang-Lynn,Ottawa Outlaws,10,1,0.1,1,0.1,0,0.0,-1,-0.1,24,2.4,88.9,91,9.1,0,0,0,0
Simon Walker,Ottawa Outlaws,4,1,0.25,0,0.0,1,0.25,-1,-0.25,7,1.75,77.8,36,9.0,0,0,0,0
Chad McCausland,Ottawa Outlaws,6,0,0.0,0,0.0,0,0.0,-2,-0.33,8,1.33,100.0,48,8.0,0,0,0,0
Bryce Ring,Ottawa Outlaws,11,0,0.0,1,0.09,2,0.18,-4,-0.36,74,6.73,91.4,105,9.55,0,0,0,0
Erik Hunter,Ottawa Outlaws,6,3,0.5,1,0.17,0,0.0,-3,-0.5,22,3.67,78.6,71,11.83,0,0,0,0
Zach Sabin,Seattle Cascades,7,17,2.43,8,1.14,14,2.0,37,5.29,59,8.43,98.3,172,24.57,0,0,0,0
Jay Boychuk,Seattle Cascades,11,42,3.82,29,2.64,5,0.45,58,5.27,280,25.45,95.9,270,24.55,0,0,0,0
Khalif El-Salaam,Seattle Cascades,10,16,1.6,30,3.0,10,1.0,45,4.5,155,15.5,93.4,268,26.8,0,0,0,0
Brad Houser,Seattle Cascades,8,29,3.63,18,2.25,3,0.38,35,4.38,163,20.38,92.1,193,24.13,0,0,0,0
Peter Geertz-Larson,Seattle Cascades,8,30,3.75,5,0.63,1,0.13,31,3.88,52,6.5,91.2,146,18.25,0,0,0,0
Henry Phan,Seattle Cascades,7,9,1.29,20,2.86,5,0.71,24,3.43,323,46.14,97.3,172,24.57,0,0,0,0
Henry Schneider,Seattle Cascades,3,2,0.67,3,1.0,3,1.0,8,2.67,26,8.67,100.0,49,16.33,0,0,0,0
Shane Worthington,Seattle Cascades,10,18,1.8,3,0.3,9,0.9,25,2.5,50,5.0,92.6,203,20.3,0,0,0,0
Mark Burton,Seattle Cascades,8,7,0.88,38,4.75,1,0.13,17,2.13,343,42.88,92.7,194,24.25,0,0,0,0
Sam Cook,Seattle Cascades,4,4,1.0,3,0.75,1,0.25,6,1.5,25,6.25,92.6,59,14.75,0,0,0,0
Jack Brown,Seattle Cascades,7,10,1.43,1,0.14,5,0.71,10,1.43,29,4.14,85.3,117,16.71,0,0,0,0
Ryan Segal,Seattle Cascades,5,4,0.8,4,0.8,1,0.2,7,1.4,23,4.6,95.8,46,9.2,0,0,0,0
John Quandt,Seattle Cascades,3,4,1.33,0,0.0,1,0.33,4,1.33,30,10.0,96.8,48,16.0,0,0,0,0
Bryson Simon-Fox,Seattle Cascades,8,7,0.88,7,0.88,4,0.5,10,1.25,121,15.13,94.5,164,20.5,0,0,0,0
Zhi Chen,Seattle Cascades,6,5,0.83,4,0.67,3,0.5,7,1.17,38,6.33,88.4,92,15.33,0,0,0,0
Alex Duffel,Seattle Cascades,9,5,0.56,5,0.56,2,0.22,10,1.11,101,11.22,99.0,147,16.33,0,0,0,0
Marc Munoz,Seattle Cascades,11,8,0.73,12,1.09,7,0.64,12,1.09,153,13.91,91.6,232,21.09,0,0,0,0
Kayhee Fong,Seattle Cascades,3,2,0.67,2,0.67,0,0.0,3,1.0,16,5.33,100.0,42,14.0,0,0,0,0
Walter Kasprzycki,Seattle Cascades,7,1,0.14,5,0.71,2,0.29,6,0.86,20,2.86,95.2,114,16.29,0,0,0,0
June Rapisura,Seattle Cascades,11,3,0.27,10,0.91,4,0.36,9,0.82,144,13.09,94.7,208,18.91,0,0,0,0
Dennis Casio,Seattle Cascades,11,2,0.18,16,1.45,5,0.45,8,0.73,269,24.45,95.1,247,22.45,0,0,0,0
Nick Mahan,Seattle Cascades,11,7,0.64,1,0.09,5,0.45,6,0.55,33,3.0,86.8,196,17.82,0,0,0,0
Jesse Bolton,Seattle Cascades,4,0,0.0,3,0.75,3,0.75,2,0.5,30,7.5,90.9,60,15.0,0,0,0,0
Jacob Komenda,Seattle Cascades,2,0,0.0,0,0.0,1,0.5,1,0.5,2,1.0,100.0,30,15.0,0,0,0,0
Victor Taggart,Seattle Cascades,8,6,0.75,1,0.13,0,0.0,3,0.38,14,1.75,77.8,127,15.88,0,0,0,0
Charlie Mercer,Seattle Cascades,6,3,0.5,3,0.5,0,0.0,1,0.17,26,4.33,86.7,97,16.17,0,0,0,0
Kodi Smart,Seattle Cascades,8,6,0.75,17,2.13,0,0.0,1,0.13,214,26.75,92.2,182,22.75,0,0,0,0
William Coffin,Seattle Cascades,10,7,0.7,5,0.5,2,0.2,-2,-0.2,137,13.7,92.6,204,20.4,0,0,0,0
Charlie Eide,Seattle Cascades,4,0,0.0,0,0.0,0,0.0,-1,-0.25,12,3.0,92.3,46,11.5,0,0,0,0
Xtehn Titcomb,Seattle Cascades,4,0,0.0,1,0.25,0,0.0,-1,-0.25,13,3.25,86.7,43,10.75,0,0,0,0
Thomas Lassetter,Seattle Cascades,10,6,0.6,8,0.8,1,0.1,-3,-0.3,258,25.8,93.8,180,18.0,0,0,0,0
Stephanie Lim,Seattle Cascades,4,1,0.25,0,0.0,1,0.25,-3,-0.75,73,18.25,93.6,56,14.0,0,0,0,0
Mark Whitton,Detroit Mechanix,6,21,3.5,10,1.67,8,1.33,27,4.5,81,13.5,91.0,159,26.5,0,0,0,0
Kevin Coulter,Detroit Mechanix,6,15,2.5,28,4.67,5,0.83,26,4.33,136,22.67,87.2,171,28.5,0,0,0,0
Andrew Sjogren,Detroit Mechanix,10,29,2.9,6,0.6,5,0.5,32,3.2,143,14.3,97.3,226,22.6,0,0,0,0
Austin Riegel,Detroit Mechanix,11,22,2.0,0,0.0,2,0.18,14,1.27,40,3.64,85.1,196,17.82,0,0,0,0
Kevin Nicholl,Detroit Mechanix,8,5,0.63,1,0.13,6,0.75,9,1.13,21,2.63,95.5,82,10.25,0,0,0,0
Jordan Kinde,Detroit Mechanix,12,9,0.75,24,2.0,7,0.58,11,0.92,216,18.0,89.3,240,20.0,0,0,0,0
Austin Johnson,Detroit Mechanix,10,4,0.4,0,0.0,10,1.0,8,0.8,102,10.2,94.4,154,15.4,0,0,0,0
Joseph Cubitt,Detroit Mechanix,12,10,0.83,37,3.08,11,0.92,9,0.75,537,44.75,92.1,288,24.0,0,0,0,0
Justin Perticone,Detroit Mechanix,7,6,0.86,8,1.14,5,0.71,5,0.71,72,10.29,85.7,167,23.86,0,0,0,0
Ashton Hoffman,Detroit Mechanix,7,0,0.0,4,0.57,1,0.14,4,0.57,22,3.14,95.7,42,6.0,0,0,0,0
Troy Roberts,Detroit Mechanix,2,0,0.0,1,0.5,1,0.5,1,0.5,3,1.5,75.0,17,8.5,0,0,0,0
Daniel Viggiani,Detroit Mechanix,7,6,0.86,0,0.0,2,0.29,3,0.43,17,2.43,85.0,105,15.0,0,0,0,0
Alex Bertoia,Detroit Mechanix,8,3,0.38,6,0.75,5,0.63,3,0.38,143,17.88,92.9,148,18.5,0,0,0,0
Ben Cheer,Detroit Mechanix,11,13,1.18,4,0.36,10,0.91,4,0.36,87,7.91,82.1,235,21.36,0,0,0,0
Wasdi Grimaldo,Detroit Mechanix,3,0,0.0,0,0.0,2,0.67,1,0.33,1,0.33,50.0,22,7.33,0,0,0,0
Kevin Anthony,Detroit Mechanix,6,2,0.33,1,0.17,2,0.33,2,0.33,23,3.83,92.0,66,11.0,0,0,0,0
Joe Rogers,Detroit Mechanix,5,5,1.0,0,0.0,1,0.2,1,0.2,73,14.6,94.8,108,21.6,0,0,0,0
Jeffery Schubert,Detroit Mechanix,8,3,0.38,1,0.13,2,0.25,1,0.13,9,1.13,69.2,89,11.13,0,0,0,0
Neil Proefrock,Detroit Mechanix,2,0,0.0,0,0.0,0,0.0,0,0.0,3,1.5,100.0,5,2.5,0,0,0,0
Mitchell DeNooyer,Detroit Mechanix,4,0,0.0,1,0.25,0,0.0,0,0.0,5,1.25,83.3,41,10.25,0,0,0,0
Ed Fox,Detroit Mechanix,4,1,0.25,3,0.75,2,0.5,0,0.0,71,17.75,92.2,66,16.5,0,0,0,0
Josh Beaulieu,Detroit Mechanix,10,0,0.0,1,0.1,1,0.1,-1,-0.1,15,1.5,83.3,81,8.1,0,0,0,0
Jon Gibson,Detroit Mechanix,6,2,0.33,4,0.67,0,0.0,-1,-0.17,38,6.33,86.4,101,16.83,0,0,0,0
Karl Fauerbach,Detroit Mechanix,9,0,0.0,3,0.33,1,0.11,-7,-0.78,106,11.78,90.6,116,12.89,0,0,0,0
Jonathan Lee,Detroit Mechanix,6,0,0.0,0,0.0,0,0.0,-6,-1.0,29,4.83,82.9,50,8.33,0,0,0,0
David Innis,Detroit Mechanix,11,2,0.18,11,1.0,4,0.36,-13,-1.18,441,40.09,94.2,213,19.36,0,0,0,0
James Baker Jr,Detroit Mechanix,2,1,0.5,1,0.5,0,0.0,-3,-1.5,16,8.0,76.2,38,19.0,0,0,0,0
